lane,ref_bases,bases_mapped,depth_sum
./SRR10006058_filtered/snps.bam,4897877,4718783,434623604
./SRR13001406_filtered/snps.bam,4897877,4542978,149422417
./ERR3393406_filtered/snps.bam,4897877,4680767,46462520
./ERR712769_filtered/snps.bam,4897877,4705602,319649429
./ERR1263946_filtered/snps.bam,4897877,4747070,170127518
./SRR13000507_filtered/snps.bam,4897877,4523670,311894602
./SRR11971332_filtered/snps.bam,4897877,0,
./SRR9615917_filtered/snps.bam,4897877,4541257,280204534
./28099_1#203/snps.bam,4897877,4539158,304055782
./ERR2935754_filtered/snps.bam,4897877,4689824,156525212
./28099_1#230/snps.bam,4897877,4505353,261724159
./26141_1#298/snps.bam,4897877,4543353,334684117
./SRR10429309_filtered/snps.bam,4897877,4777092,227773845
./SRR9620925_filtered/snps.bam,4897877,4797096,388425091
./ERR3375634_filtered/snps.bam,4897877,4749850,615358323
./SRR6942788_filtered/snps.bam,4897877,4802037,975144432
./SRR11970754_filtered/snps.bam,4897877,0,
./SRR11495756_filtered/snps.bam,4897877,4785250,189508880
./SRR12569950_filtered/snps.bam,4897877,4749368,215277355
./SRR12204390_filtered/snps.bam,4897877,4756634,118636663
./SRR13001310_filtered/snps.bam,4897877,4512352,409173665
./ERR712516_filtered/snps.bam,4897877,4706122,376550015
./SRR12204413_filtered/snps.bam,4897877,4716282,66127374
./SRR7500678_filtered/snps.bam,4897877,4749919,150022227
./SRR12072638_filtered/snps.bam,4897877,4756991,214272798
./SRR7284874_filtered/snps.bam,4897877,4681983,224674015
./SRR9620942_filtered/snps.bam,4897877,4796278,317657343
./28099_2#210/snps.bam,4897877,4551965,289841668
./28099_1#148/snps.bam,4897877,4774762,238680839
./ERR1263949_filtered/snps.bam,4897877,4746943,155986978
./28099_2#48/snps.bam,4897877,4542261,230114094
./SRR12204412_filtered/snps.bam,4897877,4717737,108449636
./SRR11454299_filtered/snps.bam,4897877,4700522,285504370
./SRR12072617_filtered/snps.bam,4897877,4701342,260983895
./SRR5153282_filtered/snps.bam,4897877,4777749,933823803
./SRR12769881_filtered/snps.bam,4897877,4599259,171237631
./SRR10751453_filtered/snps.bam,4897877,4781272,463745102
./ERR4452375_filtered/snps.bam,4897877,4759475,215339040
./SRR10761131_filtered/snps.bam,4897877,4567233,221530033
./SRR7850985_filtered/snps.bam,4897877,191337,248457
./SRR12508632_filtered/snps.bam,4897877,4524111,526876256
./SRR7716574_filtered/snps.bam,4897877,4700095,806533629
./SRR5153290_filtered/snps.bam,4897877,4796820,1145220315
./SRR12902520_filtered/snps.bam,4897877,4733314,354378663
./SRR9988394_filtered/snps.bam,4897877,4667536,364664072
./SRR10286137_filtered/snps.bam,4897877,4733343,403441423
./SRR11486737_filtered/snps.bam,4897877,4776516,288909454
./SRR12204395_filtered/snps.bam,4897877,4708044,92136976
./SRR7870871_filtered/snps.bam,4897877,4793977,213375157
./SRR8397582_filtered/snps.bam,4897877,4560153,353196325
./SRR12903833_filtered/snps.bam,4897877,4586249,450506351
./SRR10512539_filtered/snps.bam,4897877,4778519,416419438
./SRR12204375_filtered/snps.bam,4897877,4797625,104344439
./26141_1#187/snps.bam,4897877,4576548,278010256
./SRR10103880_filtered/snps.bam,4897877,4677427,330528893
./SRR12509131_filtered/snps.bam,4897877,4732906,413768790
./SRR13068788_filtered/snps.bam,4897877,4744966,283915762
./SRR10665526_filtered/snps.bam,4897877,4776250,260257027
./SRR11454384_filtered/snps.bam,4897877,4701427,680962492
./SRR10512969_filtered/snps.bam,4897877,4515446,215079942
./SRR10207198_filtered/snps.bam,4897877,4693237,379950976
./SRR10006105_filtered/snps.bam,4897877,4727501,233265190
./SRR9113455_filtered/snps.bam,4897877,4757645,304977578
./SRR5153286_filtered/snps.bam,4897877,4781248,949564900
./SRR1508893_filtered/snps.bam,4897877,4700244,211085125
./SRR10665499_filtered/snps.bam,4897877,4777762,311056053
./ERR1912634_filtered/snps.bam,4897877,4802044,667386509
./SRR13000307_filtered/snps.bam,4897877,4689938,349577180
./28099_1#132/snps.bam,4897877,4552501,234977752
./SRR10665503_filtered/snps.bam,4897877,4778329,325824959
./ERR2935635_filtered/snps.bam,4897877,4762636,165857885
./SRR7851090_filtered/snps.bam,4897877,4637657,454853179
./ERR1195513_filtered/snps.bam,4897877,4710637,242395608
./SRR10665525_filtered/snps.bam,4897877,4778094,324198542
./SRR3574326_filtered/snps.bam,4897877,4524952,277916640
./DRR075612_filtered/snps.bam,4897877,4783968,279695885
./SRR7724809_filtered/snps.bam,4897877,4751560,78099645
./SRR10665505_filtered/snps.bam,4897877,4796739,476496969
./SRR9620950_filtered/snps.bam,4897877,4796510,290044640
./SRR11727698_filtered/snps.bam,4897877,4797023,176802796
./SRR6686320_filtered/snps.bam,4897877,4798021,265521832
./SRR12204378_filtered/snps.bam,4897877,4816681,140703336
./ERR1263950_filtered/snps.bam,4897877,4746876,154350195
./SRR12204388_filtered/snps.bam,4897877,4756054,97758058
./DRR075620_filtered/snps.bam,4897877,4734261,136882424
./SRR4302198_filtered/snps.bam,4897877,4757963,268163398
./SRR9301084_filtered/snps.bam,4897877,4796330,322571765
./SRR7716573_filtered/snps.bam,4897877,4764718,1000467539
./SRR12204352_filtered/snps.bam,4897877,4787136,101741312
./SRR13158578_filtered/snps.bam,4897877,4609812,569924518
./SRR13195675_filtered/snps.bam,4897877,4583672,279779792
./SRR13000311_filtered/snps.bam,4897877,4690019,292425174
./SRR13156974_filtered/snps.bam,4897877,4813407,299277821
./SRR1508895_filtered/snps.bam,4897877,4701531,227747747
./SRR11486742_filtered/snps.bam,4897877,4778499,390678170
./26141_1#182/snps.bam,4897877,4560424,319202407
./ERR1263948_filtered/snps.bam,4897877,4747102,169887871
./SRR12902538_filtered/snps.bam,4897877,4629561,180714736
./SRR6376588_filtered/snps.bam,4897877,4514612,523769971
./SRR9620921_filtered/snps.bam,4897877,4797335,578333986
./SRR10126951_filtered/snps.bam,4897877,4555160,360185912
./26141_1#295/snps.bam,4897877,4588691,290805364
./SRR7870868_filtered/snps.bam,4897877,4793700,227177519
./SRR12269846_filtered/snps.bam,4897877,4482395,127399708
./SRR10006051_filtered/snps.bam,4897877,4722671,114499095
./ERR712662_filtered/snps.bam,4897877,4624013,199799814
./SRR9620960_filtered/snps.bam,4897877,4796817,341106601
./SRR9051977_filtered/snps.bam,4897877,4500938,189747817
./28099_1#47/snps.bam,4897877,4543779,267490264
./SRR5884784_filtered/snps.bam,4897877,0,
./SRR10115845_filtered/snps.bam,4897877,4707525,147305436
./SRR3466175_filtered/snps.bam,4897877,4729603,680043399
./SRR11727700_filtered/snps.bam,4897877,4627961,332255194
./SRR11341626_filtered/snps.bam,4897877,4734194,199162004
./SRR13362842_filtered/snps.bam,4897877,4580539,227369234
./SRR12462369_filtered/snps.bam,4897877,4585122,504114724
./SRR9113487_filtered/snps.bam,4897877,4758593,317412260
./SRR10750973_filtered/snps.bam,4897877,4797470,385897507
./SRR1314258_filtered/snps.bam,4897877,4766818,311789003
./ERR4452356_filtered/snps.bam,4897877,4513999,279830557
./SRR12009569_filtered/snps.bam,4897877,4755639,455658719
./SRR13080118_filtered/snps.bam,4897877,4578649,393644098
./ERR4426043_filtered/snps.bam,4897877,4752541,752034470
./ERR1912635_filtered/snps.bam,4897877,4800676,738513417
./SRR8505980_filtered/snps.bam,4897877,4512839,154018934
./SRR10665523_filtered/snps.bam,4897877,4778013,284809656
./ERR4452380_filtered/snps.bam,4897877,4508093,193264988
./SRR13081910_filtered/snps.bam,4897877,4776033,248654293
./SRR10429372_filtered/snps.bam,4897877,4776173,220234411
./ERR4452442_filtered/snps.bam,4897877,4678203,203584746
./SRR10429313_filtered/snps.bam,4897877,4777050,258558949
./SRR6455985_filtered/snps.bam,4897877,4713447,112151086
./ERR712691_filtered/snps.bam,4897877,4709778,210155036
./28099_1#209/snps.bam,4897877,4570058,258102657
./SRR10429277_filtered/snps.bam,4897877,4777842,217244229
./28099_1#41/snps.bam,4897877,4683030,262102860
./SRR12009601_filtered/snps.bam,4897877,4754315,286366890
./SRR10429344_filtered/snps.bam,4897877,4777055,209151251
./SRR12204355_filtered/snps.bam,4897877,4816724,154373376
./ERR3393084_filtered/snps.bam,4897877,4531409,186141189
./SRR11486743_filtered/snps.bam,4897877,4779000,422021545
./SRR10235879_filtered/snps.bam,4897877,4700027,327354348
./28099_1#317/snps.bam,4897877,4504373,293032773
./SRR12072648_filtered/snps.bam,4897877,4575531,259698583
./SRR12358935_filtered/snps.bam,4897877,4568973,254721212
./SRR11486744_filtered/snps.bam,4897877,4778164,254482124
./SRR11903067_filtered/snps.bam,4897877,4722092,151887825
./26141_1#138/snps.bam,4897877,4532801,304702263
./28099_2#259/snps.bam,4897877,4518145,285930552
./SRR9301096_filtered/snps.bam,4897877,4548666,189657368
./SRR5714074_filtered/snps.bam,4897877,4768154,226433504
./SRR12903819_filtered/snps.bam,4897877,4584285,198233619
./SRR10429307_filtered/snps.bam,4897877,4775838,203023425
./SRR13195682_filtered/snps.bam,4897877,4584338,405685459
./ERR4554412_filtered/snps.bam,4897877,4547734,516217715
./SRR6455982_filtered/snps.bam,4897877,4625535,153318800
./SRR8767398_filtered/snps.bam,4897877,4794992,181943786
./SRR12204422_filtered/snps.bam,4897877,4751849,106198081
./SRR3098780_filtered/snps.bam,4897877,4738655,303307648
./SRR10286349_filtered/snps.bam,4897877,4518506,225998383
./ERR4452361_filtered/snps.bam,4897877,4760301,192680436
./SRR3095388_filtered/snps.bam,4897877,4618874,275733510
./SRR10272840_filtered/snps.bam,4897877,4738354,296745643
./SRR6892789_filtered/snps.bam,4897877,4592572,591482721
./SRR5153285_filtered/snps.bam,4897877,4796685,961994610
./SRR10429282_filtered/snps.bam,4897877,4796434,218070565
./SRR5024314_filtered/snps.bam,4897877,4524078,276315866
./SRR6455974_filtered/snps.bam,4897877,4742390,211139427
./28099_1#35/snps.bam,4897877,4551448,246108095
./SRR10006108_filtered/snps.bam,4897877,4732852,348196690
./ERR4452376_filtered/snps.bam,4897877,4500194,56058742
./SRR4302082_filtered/snps.bam,4897877,4496852,198207542
./SRR10006056_filtered/snps.bam,4897877,4718828,768222088
./SRR11833408_filtered/snps.bam,4897877,4543198,318706310
./SRR8505979_filtered/snps.bam,4897877,4513638,172708225
./SRR6451284_filtered/snps.bam,4897877,4764879,314292732
./SRR10006055_filtered/snps.bam,4897877,4717961,278269158
./28099_2#304/snps.bam,4897877,4493882,262980877
./SRR11486735_filtered/snps.bam,4897877,4794462,229045491
./SRR7943899_filtered/snps.bam,4897877,4589496,180421649
./SRR9620890_filtered/snps.bam,4897877,4796808,359447717
./26141_1#250/snps.bam,4897877,4559565,326755517
./SRR1314503_filtered/snps.bam,4897877,4665101,270182623
./DRR075633_filtered/snps.bam,4897877,4763612,298532451
./DRR075623_filtered/snps.bam,4897877,4747239,134957987
./SRR6455967_filtered/snps.bam,4897877,4571398,146756250
./28099_2#84/snps.bam,4897877,4511072,237788934
./ERR4452358_filtered/snps.bam,4897877,4695848,210096699
./SRR10429295_filtered/snps.bam,4897877,4776574,296806600
./SRR7724633_filtered/snps.bam,4897877,4703065,134201982
./SRR12204419_filtered/snps.bam,4897877,4708629,96676492
./SRR9620892_filtered/snps.bam,4897877,4797018,297766742
./SRR9620953_filtered/snps.bam,4897877,4796576,298652748
./SRR12204350_filtered/snps.bam,4897877,4651234,172665983
./ERR4131613_filtered/snps.bam,4897877,4660962,695056768
./26141_1#251/snps.bam,4897877,4563370,338946813
./SRR9620924_filtered/snps.bam,4897877,4797520,328567000
./28099_1#176/snps.bam,4897877,4521324,226756563
./SRR12462373_filtered/snps.bam,4897877,4584554,463387857
./SRR13195688_filtered/snps.bam,4897877,4584491,428052022
./SRR5153284_filtered/snps.bam,4897877,4796798,1155020235
./SRR10665491_filtered/snps.bam,4897877,4796703,386296245
./SRR10665510_filtered/snps.bam,4897877,4778453,362308259
./SRR7870867_filtered/snps.bam,4897877,4796277,372714320
./SRR10749233_filtered/snps.bam,4897877,4797306,406478344
./28099_1#301/snps.bam,4897877,4507499,259078385
./ERR1263947_filtered/snps.bam,4897877,4747033,166590870
./SRR9113462_filtered/snps.bam,4897877,4758334,494606226
./SRR5153287_filtered/snps.bam,4897877,4779530,1003451369
./ERR4095062_filtered/snps.bam,4897877,4612909,273877353
./SRR6515382_filtered/snps.bam,4897877,4815642,358622209
./SRR8733918_filtered/snps.bam,4897877,4639495,334303701
./28099_1#282/snps.bam,4897877,4527423,285593143
./SRR9620965_filtered/snps.bam,4897877,4796757,363173635
./SRR12570014_filtered/snps.bam,4897877,4769359,319424699
./SRR6451282_filtered/snps.bam,4897877,4765731,305477426
./SRR6451281_filtered/snps.bam,4897877,4767678,348540049
./ERR3375690_filtered/snps.bam,4897877,4747204,703013417
./SRR7724795_filtered/snps.bam,4897877,4489197,82147537
./SRR11454126_filtered/snps.bam,4897877,4712442,217915474
./ERR3333478_filtered/snps.bam,4897877,4711925,360895829
./SRR6065798_filtered/snps.bam,4897877,4760714,708388705
./SRR12517447_filtered/snps.bam,4897877,4768956,256145467
./SRR3951679_filtered/snps.bam,4897877,4729603,680043399
./SRR10525639_filtered/snps.bam,4897877,4515873,209406867
./SRR11454178_filtered/snps.bam,4897877,4652441,465118762
./SRR6067099_filtered/snps.bam,4897877,4780986,401326740
./SRR10751454_filtered/snps.bam,4897877,4796488,367597049
./SRR9620940_filtered/snps.bam,4897877,4796874,441570910
./SRR6451285_filtered/snps.bam,4897877,4762945,369892259
./SRR12903829_filtered/snps.bam,4897877,4582506,506229459
./28099_1#346/snps.bam,4897877,4522037,310672009
./SRR11068097_filtered/snps.bam,4897877,4845589,840633025
./SRR10230871_filtered/snps.bam,4897877,4557711,706109125
./SRR10173687_filtered/snps.bam,4897877,4649481,260421902
./SRR11038969_filtered/snps.bam,4897877,4355219,253086423
./SRR7042020_filtered/snps.bam,4897877,4636737,265512163
./SRR12204389_filtered/snps.bam,4897877,4757076,143970460
./SRR12916664_filtered/snps.bam,4897877,4584874,332928911
./DRR061467_filtered/snps.bam,4897877,4701855,461956853
./SRR9620946_filtered/snps.bam,4897877,4796961,456678575
./SRR7724616_filtered/snps.bam,4897877,4739925,252546570
./SRR7716571_filtered/snps.bam,4897877,4779055,880082879
./SRR8737876_filtered/snps.bam,4897877,4706136,279172099
./SRR7827099_filtered/snps.bam,4897877,4595294,448002615
./SRR13195690_filtered/snps.bam,4897877,4582658,273052065
./28099_1#102/snps.bam,4897877,4521090,313751295
./SRR13362843_filtered/snps.bam,4897877,4580613,325494717
./SRR8187980_filtered/snps.bam,4897877,4701604,681048923
./26141_1#260/snps.bam,4897877,4658574,309190726
./SRR10665529_filtered/snps.bam,4897877,4779065,543711402
./SRR5153281_filtered/snps.bam,4897877,4795448,550821742
./SRR7716577_filtered/snps.bam,4897877,4700302,988960830
./SRR11454163_filtered/snps.bam,4897877,4663003,338910988
./SRR3957125_filtered/snps.bam,4897877,4719254,568838027
./SRR13195696_filtered/snps.bam,4897877,4582905,384190065
./SRR10665516_filtered/snps.bam,4897877,4778050,315498792
./SRR6451286_filtered/snps.bam,4897877,4765944,442034058
./SRR9990246_filtered/snps.bam,4897877,4669922,963359895
./ERR712515_filtered/snps.bam,4897877,4706320,453358039
./SRR6065849_filtered/snps.bam,4897877,4784920,1008091752
./26141_1#179/snps.bam,4897877,4631136,299806414
./SRR6903163_filtered/snps.bam,4897877,4695505,528552176
./SRR10752090_filtered/snps.bam,4897877,4779175,383289703
./SRR12508892_filtered/snps.bam,4897877,4673751,588252043
./SRR9620952_filtered/snps.bam,4897877,4796490,284101084
./26141_1#218/snps.bam,4897877,4549204,326504399
./SRR10665517_filtered/snps.bam,4897877,4779248,483398941
./SRR7026303_filtered/snps.bam,4897877,4668682,1003860335
./SRR8071933_filtered/snps.bam,4897877,4801099,477725106
./ERR2796921_filtered/snps.bam,4897877,4680957,717190022
./26141_1#297/snps.bam,4897877,4576136,314564007
./SRR13195707_filtered/snps.bam,4897877,4585164,444160631
./SRR6474927_filtered/snps.bam,4897877,4781411,1054089279
./SRR5153283_filtered/snps.bam,4897877,4799539,1180350537
./SRR11727691_filtered/snps.bam,4897877,4627540,764101932
